p0,T,Iter,p,Estimator,Expected_Tau
4,240,0,2,Joint-BMA,0.2
4,240,0,2,Geom-BMA,0.2
4,240,0,3,Joint-BMA,0.2
4,240,0,3,Geom-BMA,0.2
4,240,0,4,Joint-BMA,0.2
4,240,0,4,Geom-BMA,0.2
4,240,0,5,Joint-BMA,0.2
4,240,0,5,Geom-BMA,0.1999999999999999
4,240,0,6,Joint-BMA,0.2
4,240,1,2,Joint-BMA,0.2
4,240,1,2,Geom-BMA,0.2
4,240,1,3,Joint-BMA,0.2
4,240,1,3,Geom-BMA,0.1999999999999999
4,240,1,4,Joint-BMA,0.2
4,240,1,4,Geom-BMA,0.2
4,240,1,5,Joint-BMA,0.2
4,240,1,5,Geom-BMA,0.2
4,240,1,6,Joint-BMA,0.2
4,240,1,7,Joint-BMA,0.2
4,240,1,12,Joint-BMA,0.1999999999999999
4,240,2,2,Joint-BMA,0.2
4,240,2,2,Geom-BMA,0.2
4,240,2,3,Joint-BMA,0.2
4,240,2,3,Geom-BMA,0.2
4,240,2,4,Joint-BMA,0.2
4,240,2,4,Geom-BMA,0.2
4,240,2,5,Joint-BMA,0.2
4,240,2,6,Joint-BMA,0.2
4,240,2,7,Joint-BMA,0.2
4,240,2,8,Joint-BMA,0.2
4,240,2,9,Joint-BMA,0.2
4,240,2,10,Joint-BMA,0.2
4,240,2,11,Joint-BMA,0.2
4,240,2,12,Joint-BMA,0.2
4,240,3,3,Joint-BMA,0.2
4,240,3,3,Geom-BMA,0.1999999999999999
4,240,3,4,Joint-BMA,0.2
4,240,3,4,Geom-BMA,0.2
4,240,3,5,Joint-BMA,0.2
4,240,3,5,Geom-BMA,0.2
4,240,3,6,Joint-BMA,0.2
4,240,3,7,Joint-BMA,0.2
4,240,4,2,Joint-BMA,0.2
4,240,4,2,Geom-BMA,0.2
4,240,4,3,Joint-BMA,0.2
4,240,4,3,Geom-BMA,0.2
4,240,4,4,Joint-BMA,0.2
4,240,4,4,Geom-BMA,0.2
4,240,4,5,Joint-BMA,0.2
4,240,4,5,Geom-BMA,0.2
4,240,4,6,Joint-BMA,0.2
4,240,5,2,Joint-BMA,0.2
4,240,5,2,Geom-BMA,0.2
4,240,5,3,Joint-BMA,0.2
4,240,5,3,Geom-BMA,0.2
4,240,5,4,Joint-BMA,0.2
4,240,5,4,Geom-BMA,0.2
4,240,5,5,Joint-BMA,0.2
4,240,5,5,Geom-BMA,0.2
4,240,5,6,Joint-BMA,0.2
4,240,6,2,Joint-BMA,0.2
4,240,6,2,Geom-BMA,0.1999999999999999
4,240,6,3,Joint-BMA,0.2
4,240,6,3,Geom-BMA,0.2
4,240,6,4,Joint-BMA,0.2
4,240,6,4,Geom-BMA,0.2
4,240,6,5,Joint-BMA,0.2
4,240,6,6,Joint-BMA,0.2
4,240,7,2,Joint-BMA,0.2
4,240,7,2,Geom-BMA,0.2
4,240,7,3,Joint-BMA,0.2
4,240,7,3,Geom-BMA,0.2
4,240,7,4,Joint-BMA,0.1999999999999999
4,240,7,4,Geom-BMA,0.2
4,240,7,5,Joint-BMA,0.2
4,240,7,5,Geom-BMA,0.2
4,240,7,6,Joint-BMA,0.2
4,240,7,6,Geom-BMA,0.2
4,240,7,7,Joint-BMA,0.2
4,240,7,8,Joint-BMA,0.2
4,240,8,2,Joint-BMA,0.2
4,240,8,2,Geom-BMA,0.2
4,240,8,3,Joint-BMA,0.2
4,240,8,3,Geom-BMA,0.2
4,240,8,4,Joint-BMA,0.2
4,240,8,4,Geom-BMA,0.1999999999999999
4,240,8,5,Joint-BMA,0.2
4,240,8,5,Geom-BMA,0.2
4,240,8,6,Joint-BMA,0.2
4,240,8,7,Joint-BMA,0.2
4,240,8,8,Joint-BMA,0.2
4,240,8,9,Joint-BMA,0.2
4,240,8,10,Joint-BMA,0.2
4,240,8,11,Joint-BMA,0.2
4,240,9,2,Joint-BMA,0.2
4,240,9,2,Geom-BMA,0.2
4,240,9,3,Joint-BMA,0.2
4,240,9,3,Geom-BMA,0.2
4,240,9,4,Joint-BMA,0.2
4,240,9,4,Geom-BMA,0.2
4,240,9,5,Joint-BMA,0.2
4,240,9,5,Geom-BMA,0.2
4,240,9,6,Joint-BMA,0.2
4,240,9,7,Joint-BMA,0.2
4,240,10,2,Joint-BMA,0.2
4,240,10,2,Geom-BMA,0.2
4,240,10,3,Joint-BMA,0.2
4,240,10,3,Geom-BMA,0.2
4,240,10,4,Joint-BMA,0.2
4,240,10,4,Geom-BMA,0.2
4,240,10,5,Joint-BMA,0.2
4,240,11,2,Geom-BMA,0.2
4,240,11,3,Joint-BMA,0.2
4,240,11,3,Geom-BMA,0.2
4,240,11,4,Geom-BMA,0.1999999999999999
4,240,11,5,Joint-BMA,0.2
4,240,11,5,Geom-BMA,0.2
4,240,11,6,Joint-BMA,0.2
4,240,11,6,Geom-BMA,0.2
4,240,11,7,Joint-BMA,0.2
4,240,11,7,Geom-BMA,0.2
4,240,11,8,Joint-BMA,0.2
4,240,11,8,Geom-BMA,0.2
4,240,11,9,Joint-BMA,0.2
4,240,11,9,Geom-BMA,0.1999999999999999
4,240,11,10,Joint-BMA,0.2
4,240,11,11,Joint-BMA,0.2
4,240,11,12,Joint-BMA,0.2
4,240,12,2,Joint-BMA,0.2
4,240,12,2,Geom-BMA,0.2
4,240,12,3,Joint-BMA,0.2
4,240,12,3,Geom-BMA,0.2
4,240,12,4,Joint-BMA,0.2
4,240,12,4,Geom-BMA,0.2
4,240,12,5,Joint-BMA,0.2
4,240,12,5,Geom-BMA,0.2
4,240,12,6,Joint-BMA,0.2
4,240,12,6,Geom-BMA,0.2
4,240,12,7,Joint-BMA,0.2
4,240,12,8,Joint-BMA,0.2
4,240,12,9,Joint-BMA,0.2
4,240,12,10,Joint-BMA,0.2
4,240,12,11,Joint-BMA,0.2
4,240,12,12,Joint-BMA,0.2
4,240,13,2,Joint-BMA,0.2
4,240,13,2,Geom-BMA,0.1999999999999999
4,240,13,3,Joint-BMA,0.2
4,240,13,3,Geom-BMA,0.2
4,240,13,4,Joint-BMA,0.2
4,240,13,4,Geom-BMA,0.2
4,240,13,5,Joint-BMA,0.2
4,240,13,5,Geom-BMA,0.2
4,240,13,6,Joint-BMA,0.2
4,240,13,6,Geom-BMA,0.2
4,240,13,7,Joint-BMA,0.2
4,240,13,7,Geom-BMA,0.2
4,240,13,8,Joint-BMA,0.2
4,240,13,8,Geom-BMA,0.2
4,240,13,9,Joint-BMA,0.2
4,240,13,10,Joint-BMA,0.2
4,240,13,11,Joint-BMA,0.1999999999999999
4,240,13,12,Joint-BMA,0.2
4,240,14,2,Geom-BMA,0.1999999999999999
4,240,14,3,Geom-BMA,0.2
4,240,14,4,Joint-BMA,0.2
4,240,14,4,Geom-BMA,0.2
4,240,14,5,Geom-BMA,0.2
4,240,14,6,Geom-BMA,0.2
4,240,14,7,Geom-BMA,0.2
4,240,14,8,Joint-BMA,0.2
4,240,14,8,Geom-BMA,0.2
4,240,14,9,Joint-BMA,0.2
4,240,14,9,Geom-BMA,0.2
4,240,14,10,Joint-BMA,0.2
4,240,14,10,Geom-BMA,0.2
4,240,14,11,Joint-BMA,0.2
4,240,14,11,Geom-BMA,0.2
4,240,14,12,Joint-BMA,0.2
4,240,15,2,Joint-BMA,0.2
4,240,15,2,Geom-BMA,0.1999999999999999
4,240,15,3,Joint-BMA,0.2
4,240,15,3,Geom-BMA,0.2
4,240,15,4,Joint-BMA,0.2
4,240,15,4,Geom-BMA,0.2
4,240,15,5,Joint-BMA,0.2
4,240,15,9,Joint-BMA,0.1999999999999999
4,240,15,10,Joint-BMA,0.2
4,240,15,11,Joint-BMA,0.2
4,240,15,12,Joint-BMA,0.2
4,240,16,2,Geom-BMA,0.2
4,240,16,3,Joint-BMA,0.2
4,240,16,3,Geom-BMA,0.2
4,240,16,4,Geom-BMA,0.2
4,240,16,5,Geom-BMA,0.2
4,240,16,6,Joint-BMA,0.2
4,240,16,6,Geom-BMA,0.2
4,240,16,7,Joint-BMA,0.2
4,240,16,7,Geom-BMA,0.2
4,240,16,8,Joint-BMA,0.2
4,240,16,8,Geom-BMA,0.2
4,240,16,9,Joint-BMA,0.2
4,240,16,9,Geom-BMA,0.2
4,240,16,10,Joint-BMA,0.2
4,240,16,10,Geom-BMA,0.2
4,240,16,11,Joint-BMA,0.1999999999999999
4,240,16,11,Geom-BMA,0.2
4,240,16,12,Joint-BMA,0.1999999999999999
4,240,17,2,Joint-BMA,0.2
4,240,17,2,Geom-BMA,0.2
4,240,17,3,Joint-BMA,0.2
4,240,17,3,Geom-BMA,0.2
4,240,17,4,Joint-BMA,0.2
4,240,17,4,Geom-BMA,0.2
4,240,17,5,Joint-BMA,0.2
4,240,17,5,Geom-BMA,0.2
4,240,17,6,Joint-BMA,0.2
4,240,17,6,Geom-BMA,0.2
4,240,17,7,Joint-BMA,0.1999999999999999
4,240,17,7,Geom-BMA,0.2
4,240,17,8,Joint-BMA,0.2
4,240,17,9,Joint-BMA,0.2
4,240,17,10,Joint-BMA,0.2
4,240,17,11,Joint-BMA,0.2
4,240,17,12,Joint-BMA,0.2
4,240,18,2,Joint-BMA,0.2
4,240,18,2,Geom-BMA,0.2
4,240,18,3,Joint-BMA,0.2
4,240,18,3,Geom-BMA,0.2
4,240,18,4,Joint-BMA,0.2
4,240,18,4,Geom-BMA,0.2
4,240,18,5,Joint-BMA,0.2
4,240,18,6,Joint-BMA,0.2
4,240,19,2,Joint-BMA,0.2
4,240,19,2,Geom-BMA,0.2
4,240,19,3,Joint-BMA,0.2
4,240,19,3,Geom-BMA,0.2
4,240,19,4,Joint-BMA,0.2
4,240,19,4,Geom-BMA,0.2
4,240,19,5,Joint-BMA,0.2
4,240,19,5,Geom-BMA,0.2
4,240,19,6,Joint-BMA,0.2
4,240,19,6,Geom-BMA,0.2
4,240,19,7,Joint-BMA,0.2
4,240,19,8,Joint-BMA,0.2
4,240,19,9,Joint-BMA,0.2
4,240,20,2,Joint-BMA,0.2
4,240,20,2,Geom-BMA,0.2
4,240,20,3,Joint-BMA,0.2
4,240,20,3,Geom-BMA,0.2
4,240,20,4,Joint-BMA,0.2
4,240,20,4,Geom-BMA,0.2
4,240,20,5,Joint-BMA,0.2
4,240,20,5,Geom-BMA,0.2
4,240,20,6,Joint-BMA,0.2
4,240,20,7,Joint-BMA,0.2
4,240,20,8,Joint-BMA,0.2
4,240,20,9,Joint-BMA,0.2
4,240,21,3,Joint-BMA,0.2
4,240,21,3,Geom-BMA,0.2
4,240,21,4,Joint-BMA,0.1999999999999999
4,240,21,4,Geom-BMA,0.2
4,240,21,5,Joint-BMA,0.2
4,240,21,5,Geom-BMA,0.2
4,240,21,6,Joint-BMA,0.2
4,240,21,6,Geom-BMA,0.2
4,240,21,7,Joint-BMA,0.2
4,240,21,8,Joint-BMA,0.2
4,240,21,9,Joint-BMA,0.2
4,240,22,2,Joint-BMA,0.2
4,240,22,2,Geom-BMA,0.2
4,240,22,3,Joint-BMA,0.2
4,240,22,3,Geom-BMA,0.2
4,240,22,4,Joint-BMA,0.2
4,240,22,4,Geom-BMA,0.2
4,240,22,5,Joint-BMA,0.2
4,240,22,6,Joint-BMA,0.2
4,240,22,7,Joint-BMA,0.2
4,240,22,8,Joint-BMA,0.1999999999999999
4,240,22,9,Joint-BMA,0.2
4,240,22,10,Joint-BMA,0.2
4,240,22,11,Joint-BMA,0.1999999999999999
4,240,22,12,Joint-BMA,0.2
4,240,23,2,Joint-BMA,0.2
4,240,23,2,Geom-BMA,0.1999999999999999
4,240,23,3,Joint-BMA,0.2
4,240,23,3,Geom-BMA,0.2
4,240,23,4,Joint-BMA,0.2
4,240,23,4,Geom-BMA,0.2
4,240,24,2,Joint-BMA,0.2
4,240,24,2,Geom-BMA,0.2
4,240,24,3,Joint-BMA,0.2
4,240,24,3,Geom-BMA,0.2
4,240,24,4,Joint-BMA,0.2
4,240,24,4,Geom-BMA,0.2
4,240,24,5,Joint-BMA,0.2
4,240,24,5,Geom-BMA,0.2
4,240,24,6,Joint-BMA,0.2
4,240,24,6,Geom-BMA,0.2
4,240,24,7,Joint-BMA,0.1999999999999999
4,240,24,8,Joint-BMA,0.2
4,240,24,9,Joint-BMA,0.2
4,240,24,10,Joint-BMA,0.2
4,240,25,2,Joint-BMA,0.2
4,240,25,2,Geom-BMA,0.2
4,240,25,3,Joint-BMA,0.2
4,240,25,3,Geom-BMA,0.2
4,240,25,4,Joint-BMA,0.2
4,240,25,5,Joint-BMA,0.2
4,240,25,6,Joint-BMA,0.2
4,240,25,7,Joint-BMA,0.2
4,240,26,2,Joint-BMA,0.2
4,240,26,2,Geom-BMA,0.2
4,240,26,3,Joint-BMA,0.2
4,240,26,3,Geom-BMA,0.2
4,240,26,4,Joint-BMA,0.2
4,240,26,4,Geom-BMA,0.2
4,240,26,5,Joint-BMA,0.2
4,240,26,5,Geom-BMA,0.2
4,240,26,6,Joint-BMA,0.2
4,240,26,6,Geom-BMA,0.2
4,240,26,7,Joint-BMA,0.2
4,240,26,8,Joint-BMA,0.2
4,240,26,9,Joint-BMA,0.2
4,240,26,10,Joint-BMA,0.2
4,240,27,2,Joint-BMA,0.2
4,240,27,2,Geom-BMA,0.2
4,240,27,3,Joint-BMA,0.2
4,240,27,3,Geom-BMA,0.2
4,240,27,4,Joint-BMA,0.2
4,240,27,4,Geom-BMA,0.2
4,240,27,5,Joint-BMA,0.2
4,240,28,2,Joint-BMA,0.2
4,240,28,2,Geom-BMA,0.2
4,240,28,3,Joint-BMA,0.2
4,240,28,3,Geom-BMA,0.2
4,240,28,4,Joint-BMA,0.2
4,240,28,4,Geom-BMA,0.2
4,240,28,5,Joint-BMA,0.2
4,240,28,5,Geom-BMA,0.2
4,240,28,6,Joint-BMA,0.2
4,240,28,7,Joint-BMA,0.2
4,240,28,8,Joint-BMA,0.2
4,240,28,9,Joint-BMA,0.2
4,240,28,10,Joint-BMA,0.2
4,240,28,11,Joint-BMA,0.2
4,240,28,12,Joint-BMA,0.2
4,240,29,3,Joint-BMA,0.2
4,240,29,3,Geom-BMA,0.2
4,240,29,4,Joint-BMA,0.2
4,240,29,4,Geom-BMA,0.2
4,240,29,5,Joint-BMA,0.2
4,240,29,5,Geom-BMA,0.2
4,240,29,6,Joint-BMA,0.2
4,240,29,6,Geom-BMA,0.2
4,240,29,7,Joint-BMA,0.2
4,240,29,8,Joint-BMA,0.2
4,240,29,10,Joint-BMA,0.2
4,240,29,11,Joint-BMA,0.2
4,240,29,12,Joint-BMA,0.2
4,240,30,2,Joint-BMA,0.2
4,240,30,2,Geom-BMA,0.2
4,240,30,3,Joint-BMA,0.2
4,240,30,3,Geom-BMA,0.2
4,240,30,4,Joint-BMA,0.2
4,240,30,4,Geom-BMA,0.2
4,240,30,5,Joint-BMA,0.2
4,240,30,5,Geom-BMA,0.2
4,240,30,6,Joint-BMA,0.2
4,240,30,6,Geom-BMA,0.2
4,240,30,7,Joint-BMA,0.2
4,240,30,8,Joint-BMA,0.2
4,240,30,9,Joint-BMA,0.2
4,240,30,10,Joint-BMA,0.2
4,240,31,2,Joint-BMA,0.2
4,240,31,2,Geom-BMA,0.2
4,240,31,3,Joint-BMA,0.2
4,240,31,3,Geom-BMA,0.2
4,240,31,4,Joint-BMA,0.2
4,240,31,4,Geom-BMA,0.2
4,240,31,5,Joint-BMA,0.2
4,240,31,6,Joint-BMA,0.1999999999999999
4,240,31,7,Joint-BMA,0.2
4,240,31,8,Joint-BMA,0.2
4,240,32,2,Joint-BMA,0.2
4,240,32,2,Geom-BMA,0.2
4,240,32,3,Joint-BMA,0.2
4,240,32,3,Geom-BMA,0.2
4,240,32,4,Joint-BMA,0.2
4,240,32,4,Geom-BMA,0.2
4,240,32,5,Joint-BMA,0.2
4,240,32,6,Joint-BMA,0.2
4,240,32,7,Joint-BMA,0.2
4,240,32,8,Joint-BMA,0.2
4,240,32,9,Joint-BMA,0.2
4,240,32,10,Joint-BMA,0.2
4,240,32,11,Joint-BMA,0.2
4,240,32,12,Joint-BMA,0.2
4,240,33,2,Joint-BMA,0.2
4,240,33,2,Geom-BMA,0.2
4,240,33,3,Joint-BMA,0.2
4,240,33,3,Geom-BMA,0.2
4,240,33,4,Joint-BMA,0.2
4,240,33,4,Geom-BMA,0.2
4,240,33,5,Joint-BMA,0.2
4,240,33,5,Geom-BMA,0.2
4,240,33,6,Joint-BMA,0.2
4,240,33,6,Geom-BMA,0.2
4,240,33,7,Joint-BMA,0.2
4,240,33,7,Geom-BMA,0.2
4,240,33,8,Joint-BMA,0.2
4,240,33,9,Joint-BMA,0.2
4,240,33,10,Joint-BMA,0.2
4,240,33,11,Joint-BMA,0.2
4,240,34,2,Joint-BMA,0.2
4,240,34,2,Geom-BMA,0.2
4,240,34,3,Joint-BMA,0.2
4,240,34,3,Geom-BMA,0.1999999999999999
4,240,34,4,Joint-BMA,0.2
4,240,34,4,Geom-BMA,0.2
4,240,34,5,Joint-BMA,0.2
4,240,34,5,Geom-BMA,0.2
4,240,34,6,Joint-BMA,0.1999999999999999
4,240,34,6,Geom-BMA,0.2
4,240,34,7,Joint-BMA,0.2
4,240,34,7,Geom-BMA,0.2
4,240,34,8,Joint-BMA,0.1999999999999999
4,240,34,8,Geom-BMA,0.2
4,240,34,9,Joint-BMA,0.2
4,240,34,9,Geom-BMA,0.2
4,240,34,10,Joint-BMA,0.2
4,240,34,10,Geom-BMA,0.2
4,240,34,11,Joint-BMA,0.2
4,240,34,11,Geom-BMA,0.2
4,240,34,12,Joint-BMA,0.2
4,240,34,12,Geom-BMA,0.2
4,240,35,2,Joint-BMA,0.1999999999999999
4,240,35,2,Geom-BMA,0.2
4,240,35,3,Joint-BMA,0.2
4,240,35,3,Geom-BMA,0.1999999999999999
4,240,35,4,Joint-BMA,0.2
4,240,35,4,Geom-BMA,0.2
4,240,35,5,Joint-BMA,0.2
4,240,36,2,Joint-BMA,0.2
4,240,36,2,Geom-BMA,0.2
4,240,36,3,Joint-BMA,0.2
4,240,36,3,Geom-BMA,0.2
4,240,36,4,Joint-BMA,0.2
4,240,36,4,Geom-BMA,0.2
4,240,36,5,Joint-BMA,0.2
4,240,36,5,Geom-BMA,0.2
4,240,36,6,Joint-BMA,0.2
4,240,36,6,Geom-BMA,0.2
4,240,36,7,Joint-BMA,0.2
4,240,36,8,Joint-BMA,0.2
4,240,36,9,Joint-BMA,0.2
4,240,36,10,Joint-BMA,0.2
4,240,37,2,Joint-BMA,0.2
4,240,37,2,Geom-BMA,0.2
4,240,37,3,Joint-BMA,0.2
4,240,37,3,Geom-BMA,0.2
4,240,37,4,Joint-BMA,0.2
4,240,37,4,Geom-BMA,0.2
4,240,37,5,Joint-BMA,0.2
4,240,37,5,Geom-BMA,0.2
4,240,37,6,Joint-BMA,0.2
4,240,38,2,Joint-BMA,0.2
4,240,38,2,Geom-BMA,0.2
4,240,38,3,Joint-BMA,0.2
4,240,38,3,Geom-BMA,0.2
4,240,38,4,Joint-BMA,0.2
4,240,38,4,Geom-BMA,0.2
4,240,38,5,Joint-BMA,0.2
4,240,39,2,Joint-BMA,0.2
4,240,39,2,Geom-BMA,0.2
4,240,39,3,Joint-BMA,0.2
4,240,39,3,Geom-BMA,0.1999999999999999
4,240,39,4,Joint-BMA,0.2
4,240,39,4,Geom-BMA,0.2
4,240,39,5,Joint-BMA,0.2
4,240,39,5,Geom-BMA,0.2
4,240,39,6,Joint-BMA,0.2
4,240,39,7,Joint-BMA,0.2
4,240,39,8,Joint-BMA,0.2
4,240,39,9,Joint-BMA,0.2
4,240,40,3,Joint-BMA,0.2
4,240,40,3,Geom-BMA,0.2
4,240,40,4,Joint-BMA,0.2
4,240,40,4,Geom-BMA,0.2
4,240,40,5,Joint-BMA,0.2
4,240,40,5,Geom-BMA,0.2
4,240,40,6,Joint-BMA,0.2
4,240,40,6,Geom-BMA,0.2
4,240,40,7,Joint-BMA,0.2
4,240,40,8,Joint-BMA,0.2
4,240,40,9,Joint-BMA,0.2
4,240,40,10,Joint-BMA,0.2
4,240,41,2,Joint-BMA,0.2
4,240,41,2,Geom-BMA,0.2
4,240,41,3,Joint-BMA,0.2
4,240,41,3,Geom-BMA,0.2
4,240,41,4,Joint-BMA,0.2
4,240,41,4,Geom-BMA,0.2
4,240,41,5,Joint-BMA,0.2
4,240,41,5,Geom-BMA,0.2
4,240,41,6,Joint-BMA,0.2
4,240,41,6,Geom-BMA,0.2
4,240,41,7,Joint-BMA,0.2
4,240,41,8,Joint-BMA,0.2
4,240,42,2,Joint-BMA,0.2
4,240,42,2,Geom-BMA,0.2
4,240,42,3,Joint-BMA,0.2
4,240,42,3,Geom-BMA,0.2
4,240,42,4,Joint-BMA,0.2
4,240,42,4,Geom-BMA,0.2
4,240,42,5,Joint-BMA,0.2
4,240,42,5,Geom-BMA,0.2
4,240,42,6,Joint-BMA,0.2
4,240,42,6,Geom-BMA,0.2
4,240,42,7,Joint-BMA,0.2
4,240,42,7,Geom-BMA,0.2
4,240,42,8,Joint-BMA,0.2
4,240,42,8,Geom-BMA,0.2
4,240,42,9,Joint-BMA,0.2
4,240,42,10,Joint-BMA,0.2
4,240,42,11,Joint-BMA,0.1999999999999999
4,240,42,12,Joint-BMA,0.2
4,240,43,2,Joint-BMA,0.2
4,240,43,2,Geom-BMA,0.2
4,240,43,3,Joint-BMA,0.1999999999999999
4,240,43,3,Geom-BMA,0.2
4,240,43,4,Joint-BMA,0.2
4,240,43,4,Geom-BMA,0.2
4,240,43,5,Joint-BMA,0.2
4,240,43,5,Geom-BMA,0.2
4,240,43,6,Joint-BMA,0.2
4,240,43,6,Geom-BMA,0.2
4,240,43,7,Joint-BMA,0.2
4,240,44,2,Geom-BMA,0.2
4,240,44,3,Joint-BMA,0.2
4,240,44,3,Geom-BMA,0.2
4,240,44,4,Joint-BMA,0.2
4,240,44,4,Geom-BMA,0.2
4,240,44,5,Joint-BMA,0.2
4,240,44,5,Geom-BMA,0.2
4,240,44,6,Joint-BMA,0.2
4,240,44,6,Geom-BMA,0.2
4,240,44,7,Joint-BMA,0.2
4,240,45,2,Joint-BMA,0.2
4,240,45,2,Geom-BMA,0.2
4,240,45,3,Joint-BMA,0.2
4,240,45,3,Geom-BMA,0.2
4,240,45,4,Joint-BMA,0.2
4,240,45,4,Geom-BMA,0.2
4,240,45,5,Joint-BMA,0.1999999999999999
4,240,45,5,Geom-BMA,0.2
4,240,46,2,Joint-BMA,0.2
4,240,46,2,Geom-BMA,0.2
4,240,46,3,Joint-BMA,0.2
4,240,46,3,Geom-BMA,0.2
4,240,46,4,Joint-BMA,0.2
4,240,46,4,Geom-BMA,0.2
4,240,46,5,Joint-BMA,0.2
4,240,46,5,Geom-BMA,0.2
4,240,46,6,Joint-BMA,0.2
4,240,46,7,Joint-BMA,0.2
4,240,47,2,Joint-BMA,0.2
4,240,47,2,Geom-BMA,0.2
4,240,47,3,Joint-BMA,0.2
4,240,47,3,Geom-BMA,0.2
4,240,47,4,Joint-BMA,0.2
4,240,47,4,Geom-BMA,0.2
4,240,47,5,Joint-BMA,0.2
4,240,47,5,Geom-BMA,0.1999999999999999
4,240,47,6,Joint-BMA,0.2
4,240,47,7,Joint-BMA,0.2
4,240,48,2,Joint-BMA,0.2
4,240,48,2,Geom-BMA,0.1999999999999999
4,240,48,3,Joint-BMA,0.2
4,240,48,3,Geom-BMA,0.1999999999999999
4,240,48,4,Joint-BMA,0.2
4,240,48,4,Geom-BMA,0.2
4,240,48,5,Joint-BMA,0.2
4,240,48,5,Geom-BMA,0.2
4,240,48,6,Joint-BMA,0.2
4,240,48,7,Joint-BMA,0.2
4,240,49,2,Joint-BMA,0.2
4,240,49,2,Geom-BMA,0.2
4,240,49,3,Joint-BMA,0.1999999999999999
4,240,49,3,Geom-BMA,0.2
4,240,49,4,Joint-BMA,0.2
4,240,49,4,Geom-BMA,0.2
4,240,49,5,Joint-BMA,0.1999999999999999
4,240,49,5,Geom-BMA,0.2
4,240,49,6,Joint-BMA,0.2
4,240,49,6,Geom-BMA,0.2
4,240,49,7,Joint-BMA,0.2
4,240,49,8,Joint-BMA,0.2
4,240,49,9,Joint-BMA,0.2
4,240,50,2,Joint-BMA,0.1999999999999999
4,240,50,2,Geom-BMA,0.2
4,240,50,3,Joint-BMA,0.2
4,240,50,3,Geom-BMA,0.2
4,240,50,4,Joint-BMA,0.2
4,240,50,4,Geom-BMA,0.2
4,240,50,5,Joint-BMA,0.2
4,240,50,5,Geom-BMA,0.2
4,240,50,6,Joint-BMA,0.2
4,240,51,2,Joint-BMA,0.1999999999999999
4,240,51,2,Geom-BMA,0.2
4,240,51,3,Joint-BMA,0.2
4,240,51,3,Geom-BMA,0.2
4,240,51,4,Joint-BMA,0.2
4,240,51,4,Geom-BMA,0.2
4,240,51,5,Joint-BMA,0.2
4,240,51,5,Geom-BMA,0.2
4,240,51,6,Joint-BMA,0.2
4,240,51,6,Geom-BMA,0.1999999999999999
4,240,51,7,Joint-BMA,0.2
4,240,51,7,Geom-BMA,0.2
4,240,51,8,Joint-BMA,0.2
4,240,51,9,Joint-BMA,0.2
4,240,51,10,Joint-BMA,0.2
4,240,51,11,Joint-BMA,0.2
4,240,51,12,Joint-BMA,0.2
4,240,52,2,Joint-BMA,0.2
4,240,52,2,Geom-BMA,0.2
4,240,52,3,Joint-BMA,0.2
4,240,52,3,Geom-BMA,0.2
4,240,52,4,Joint-BMA,0.2
4,240,52,4,Geom-BMA,0.2
4,240,52,5,Joint-BMA,0.2
4,240,52,5,Geom-BMA,0.2
4,240,52,6,Joint-BMA,0.2
4,240,52,6,Geom-BMA,0.2
4,240,52,7,Joint-BMA,0.2
4,240,52,7,Geom-BMA,0.2
4,240,52,8,Joint-BMA,0.2
4,240,52,8,Geom-BMA,0.2
4,240,52,9,Joint-BMA,0.2
4,240,52,9,Geom-BMA,0.2
4,240,52,10,Joint-BMA,0.2
4,240,52,11,Joint-BMA,0.2
4,240,52,12,Joint-BMA,0.2
4,240,53,2,Joint-BMA,0.2
4,240,53,2,Geom-BMA,0.2
4,240,53,3,Joint-BMA,0.2
4,240,53,3,Geom-BMA,0.2
4,240,53,4,Joint-BMA,0.1999999999999999
4,240,53,4,Geom-BMA,0.2
4,240,53,5,Joint-BMA,0.2
4,240,53,5,Geom-BMA,0.2
4,240,53,6,Joint-BMA,0.2
4,240,54,2,Joint-BMA,0.2
4,240,54,2,Geom-BMA,0.2
4,240,54,3,Joint-BMA,0.2
4,240,54,3,Geom-BMA,0.2
4,240,54,4,Joint-BMA,0.2
4,240,54,4,Geom-BMA,0.2
4,240,54,5,Joint-BMA,0.2
4,240,55,3,Joint-BMA,0.2
4,240,55,3,Geom-BMA,0.2
4,240,55,4,Joint-BMA,0.2
4,240,55,4,Geom-BMA,0.2
4,240,55,5,Joint-BMA,0.2
4,240,55,5,Geom-BMA,0.2
4,240,55,6,Joint-BMA,0.2
4,240,56,2,Geom-BMA,0.2
4,240,56,3,Joint-BMA,0.1999999999999999
4,240,56,3,Geom-BMA,0.2
4,240,56,4,Joint-BMA,0.2
4,240,56,4,Geom-BMA,0.2
4,240,56,5,Joint-BMA,0.2
4,240,56,5,Geom-BMA,0.1999999999999999
4,240,56,6,Joint-BMA,0.2
4,240,56,6,Geom-BMA,0.2
4,240,56,7,Joint-BMA,0.2
4,240,57,2,Joint-BMA,0.2
4,240,57,2,Geom-BMA,0.1999999999999999
4,240,57,3,Geom-BMA,0.2
4,240,57,4,Joint-BMA,0.2
4,240,57,4,Geom-BMA,0.2
4,240,57,5,Joint-BMA,0.2
4,240,57,5,Geom-BMA,0.2
4,240,57,6,Joint-BMA,0.2
4,240,57,6,Geom-BMA,0.2
4,240,57,7,Joint-BMA,0.2
4,240,57,7,Geom-BMA,0.2
